ID,住所,住所（丁目）,住所（番地等）,原因（特定できた場合のみ記載）,被害,発生年月日,branch1,branch2,address,x,y,year
811,豊四季,,167付近,台風3号,道路冠水,2000年7月7日,167,,千葉県柏市豊四季167 ,139.94031,35.86515,2000
812,豊四季,,310付近,大雨,道路冠水,2002年9月12日,310,,千葉県柏市豊四季310 ,139.94965,35.85927,2002
813,豊四季,,310付近,集中豪雨,道路冠水,2008年8月28日,310,,千葉県柏市豊四季310 ,139.94965,35.85927,2008
814,豊四季,,310付近,台風18号,道路冠水,2009年10月8日,310,,千葉県柏市豊四季310 ,139.94965,35.85927,2009
815,豊四季,,310付近,台風18号,道路冠水,2014年10月6日,310,,千葉県柏市豊四季310 ,139.94965,35.85927,2014
816,豊四季,,311付近,集中豪雨,道路冠水,2010年7月4日,311,,千葉県柏市豊四季311 ,139.94867,35.85884,2010
817,豊四季,,311付近,大雨,道路冠水,2012年5月10日,311,,千葉県柏市豊四季311 ,139.94867,35.85884,2012
818,豊四季,,378付近,集中豪雨,店舗浸水,2008年8月30日,378,,千葉県柏市豊四季378 ,139.94009,35.85317,2008
819,豊四季,,388付近,集中豪雨,道路冠水,2008年8月30日,388,,千葉県柏市豊四季388 ,139.94911,35.85295,2008
820,豊四季,,388付近,集中豪雨,床下浸水,2008年8月30日,388,,千葉県柏市豊四季388 ,139.94911,35.85295,2008
821,豊四季,,388付近,集中豪雨,床下浸水,2008年8月30日,388,,千葉県柏市豊四季388 ,139.94911,35.85295,2008
822,豊四季,,388付近,集中豪雨,床下浸水,2008年8月30日,388,,千葉県柏市豊四季388 ,139.94911,35.85295,2008
823,豊四季,,388付近,集中豪雨,床下浸水,2008年8月30日,388,,千葉県柏市豊四季388 ,139.94911,35.85295,2008
824,豊四季,,388付近,集中豪雨,床下浸水,2008年8月30日,388,,千葉県柏市豊四季388 ,139.94911,35.85295,2008
825,豊四季,,388付近,集中豪雨,床下浸水,2008年8月30日,388,,千葉県柏市豊四季388 ,139.94911,35.85295,2008
826,豊四季,,388付近,集中豪雨,床下浸水,2008年8月30日,388,,千葉県柏市豊四季388 ,139.94911,35.85295,2008
827,豊四季,,390付近,集中豪雨,店舗浸水,2008年8月30日,390,,千葉県柏市豊四季390 ,139.94823,35.85482,2008
828,豊四季,,390付近,集中豪雨,床上浸水,2008年8月30日,390,,千葉県柏市豊四季390 ,139.94823,35.85482,2008
829,豊四季,,390付近,集中豪雨,床下浸水,2008年8月30日,390,,千葉県柏市豊四季390 ,139.94823,35.85482,2008
830,豊四季,,484付近,,道路冠水,1990年11月30日,484,,千葉県柏市豊四季484 ,139.95081,35.85306,1990
831,豊四季,,491付近,大雨,道路冠水,2011年7月1日,491,,千葉県柏市豊四季491 ,139.95081,35.85306,2011
832,豊四季,,508付近,台風18号,道路冠水,1991年9月19日,508,,千葉県柏市豊四季508 ,139.95259,35.84241,1991
833,豊四季,,512付近,集中豪雨,床下浸水,2008年8月30日,512,,千葉県柏市豊四季512 ,139.95259,35.84241,2008
834,豊四季,,626付近,集中豪雨,道路冠水,2008年8月30日,626,,千葉県柏市豊四季626 ,139.96371,35.84321,2008
835,豊四季,,645付近,台風18号,道路冠水,1991年9月19日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,1991
836,豊四季,,645付近,,道路冠水,1992年12月8日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,1992
837,豊四季,,645付近,集中豪雨,道路冠水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
838,豊四季,,645付近,集中豪雨,床上浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
839,豊四季,,645付近,集中豪雨,床上浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
840,豊四季,,645付近,集中豪雨,床上浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
841,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
842,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
843,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
844,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
845,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
846,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
847,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
848,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
849,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
850,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
851,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
852,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
853,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
854,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
855,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
856,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
857,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
858,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
859,豊四季,,645付近,集中豪雨,床下浸水,2008年8月30日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2008
860,豊四季,,645付近,台風26号,道路冠水,2013年10月16日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2013
861,豊四季,,645付近,台風18号,床下浸水,2014年10月6日,645,,千葉県柏市豊四季645 ,139.96066,35.84285,2014
862,豊四季,,678付近,台風18号,道路冠水,1991年9月19日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,1991
863,豊四季,,678付近,台風11号,道路冠水,1993年8月26日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,1993
864,豊四季,,678付近,大雨,道路冠水,2001年6月8日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2001
865,豊四季,,678付近,集中豪雨,道路冠水,2003年10月13日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2003
866,豊四季,,678付近,大雨,道路冠水,2004年9月26日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2004
867,豊四季,,678付近,台風22号,床上浸水,2004年10月9日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2004
868,豊四季,,678付近,台風22号,床下浸水,2004年10月9日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2004
869,豊四季,,678付近,集中豪雨,店舗浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
870,豊四季,,678付近,集中豪雨,店舗浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
871,豊四季,,678付近,集中豪雨,道路冠水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
872,豊四季,,678付近,集中豪雨,床上浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
873,豊四季,,678付近,集中豪雨,床上浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
874,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
875,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
876,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
877,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
878,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
879,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
880,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
881,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
882,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
883,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
884,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
885,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
886,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
887,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
888,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
889,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
890,豊四季,,678付近,集中豪雨,床下浸水,2007年6月10日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2007
891,豊四季,,678付近,集中豪雨,店舗浸水,2008年8月28日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
892,豊四季,,678付近,集中豪雨,店舗浸水,2008年8月28日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
893,豊四季,,678付近,集中豪雨,店舗浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
894,豊四季,,678付近,集中豪雨,店舗浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
895,豊四季,,678付近,集中豪雨,店舗浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
896,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
897,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
898,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
899,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
900,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
901,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
902,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
903,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
904,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
905,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
906,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
907,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
908,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
909,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
910,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
911,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
912,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
913,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
914,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
915,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
916,豊四季,,678付近,集中豪雨,床上浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
917,豊四季,,678付近,集中豪雨,床下浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
918,豊四季,,678付近,集中豪雨,床下浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
919,豊四季,,678付近,集中豪雨,床下浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
920,豊四季,,678付近,集中豪雨,床下浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
921,豊四季,,678付近,集中豪雨,床下浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
922,豊四季,,678付近,集中豪雨,床下浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
923,豊四季,,678付近,集中豪雨,床下浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
924,豊四季,,678付近,集中豪雨,床下浸水,2008年8月30日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
925,豊四季,,678付近,大雨,道路冠水,2008年9月21日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2008
926,豊四季,,678付近,大雨,道路冠水,2009年7月23日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2009
927,豊四季,,678付近,台風18号,店舗浸水,2009年10月8日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2009
928,豊四季,,678付近,台風18号,道路冠水,2009年10月8日,678,,千葉県柏市豊四季678 ,139.96112,35.84678,2009
929,豊四季,,687付近,集中豪雨,床上浸水,2008年8月30日,687,,千葉県柏市豊四季687 ,139.96402,35.84597,2008
930,豊四季,,687付近,集中豪雨,床上浸水,2008年8月30日,687,,千葉県柏市豊四季687 ,139.96402,35.84597,2008
931,豊四季,,694付近,集中豪雨,床下浸水,2008年8月30日,694,,千葉県柏市豊四季694 ,139.96112,35.84678,2008
932,豊四季,,695付近,集中豪雨,床上浸水,2008年8月30日,695,,千葉県柏市豊四季695 ,139.96112,35.84678,2008
933,豊四季,,695付近,集中豪雨,床上浸水,2008年8月30日,695,,千葉県柏市豊四季695 ,139.96112,35.84678,2008
934,豊四季,,698付近,集中豪雨,床下浸水,2007年6月10日,698,,千葉県柏市豊四季698 ,139.96173,35.84705,2007
935,豊四季,,698付近,集中豪雨,床下浸水,2007年6月10日,698,,千葉県柏市豊四季698 ,139.96173,35.84705,2007
936,豊四季,,698付近,集中豪雨,床下浸水,2008年8月30日,698,,千葉県柏市豊四季698 ,139.96173,35.84705,2008
937,豊四季,,698付近,集中豪雨,床下浸水,2008年8月30日,698,,千葉県柏市豊四季698 ,139.96173,35.84705,2008
938,豊四季,,698付近,集中豪雨,床下浸水,2008年8月30日,698,,千葉県柏市豊四季698 ,139.96173,35.84705,2008
939,豊四季,,714付近,,道路冠水,1990年11月30日,714,,千葉県柏市豊四季714 ,139.96455,35.85028,1990
940,豊四季,,816付近,集中豪雨,店舗浸水,2007年6月10日,816,,千葉県柏市豊四季816 ,139.95964,35.84784,2007
941,豊四季,,945付近,集中豪雨,道路冠水,2008年8月30日,945,,千葉県柏市豊四季945 ,139.9348,35.85311,2008
942,豊四季,,948付近,台風9号,道路冠水,2016年8月22日,948,,千葉県柏市豊四季948 ,139.95827,35.84632,2016
943,豊四季,,950付近,集中豪雨,店舗浸水,2008年8月30日,950,,千葉県柏市豊四季950 ,139.95964,35.84784,2008
944,豊四季,,951付近,集中豪雨,床上浸水,2003年10月13日,951,,千葉県柏市豊四季951 ,139.96193,35.85,2003
945,豊四季,,951付近,大雨,床上浸水,2004年9月26日,951,,千葉県柏市豊四季951 ,139.96193,35.85,2004
946,豊四季,,951付近,集中豪雨,道路冠水,2008年8月30日,951,,千葉県柏市豊四季951 ,139.96193,35.85,2008
947,豊四季台,2,2付近,,道路冠水,1992年12月8日,2,,千葉県柏市豊四季台2-2 ,139.95912,35.86435,1992
948,豊住,1,1付近,台風11号,道路冠水,1993年8月26日,1,,千葉県柏市豊住1-1 ,139.9599,35.83849,1993
949,豊住,1,2付近,集中豪雨,床下浸水,2008年8月30日,2,,千葉県柏市豊住1-2 ,139.96097,35.83926,2008
950,豊住,1,2付近,大雨,道路冠水,2011年8月19日,2,,千葉県柏市豊住1-2 ,139.96097,35.83926,2011
951,豊住,1,2付近,大雨,道路冠水,2011年8月26日,2,,千葉県柏市豊住1-2 ,139.96097,35.83926,2011
952,豊住,1,2付近,大雨,床下浸水,2011年8月26日,2,,千葉県柏市豊住1-2 ,139.96097,35.83926,2011
953,豊住,1,2付近,大雨,床下浸水,2017年8月19日,2,,千葉県柏市豊住1-2 ,139.96097,35.83926,2017
954,豊住,1,3付近,大雨,道路冠水,1996年9月22日,3,,千葉県柏市豊住1-3 ,139.96262,35.84054,1996
955,豊住,1,3付近,雷雨,道路冠水,2007年7月29日,3,,千葉県柏市豊住1-3 ,139.96262,35.84054,2007
956,豊住,1,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市豊住1-3 ,139.96262,35.84054,2008
957,豊住,1,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市豊住1-3 ,139.96262,35.84054,2008
958,豊住,1,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市豊住1-3 ,139.96262,35.84054,2008
959,豊住,1,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市豊住1-3 ,139.96262,35.84054,2008
960,豊住,1,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市豊住1-3 ,139.96262,35.84054,2008
961,豊住,2,1付近,集中豪雨,床下浸水,2008年8月30日,1,,千葉県柏市豊住2-1 ,139.95992,35.83678,2008
962,豊住,3,1付近,台風18号,道路冠水,1991年9月19日,1,,千葉県柏市豊住3-1 ,139.96271,35.83863,1991
963,豊住,3,1付近,大雨,道路冠水,2000年7月2日,1,,千葉県柏市豊住3-1 ,139.96271,35.83863,2000
964,豊住,3,1付近,大雨,道路冠水,2002年9月12日,1,,千葉県柏市豊住3-1 ,139.96271,35.83863,2002
965,豊住,3,1付近,集中豪雨,店舗浸水,2008年8月30日,1,,千葉県柏市豊住3-1 ,139.96271,35.83863,2008
966,豊住,3,1付近,集中豪雨,床上浸水,2008年8月30日,1,,千葉県柏市豊住3-1 ,139.96271,35.83863,2008
967,豊住,3,1付近,集中豪雨,床下浸水,2008年8月30日,1,,千葉県柏市豊住3-1 ,139.96271,35.83863,2008
968,豊住,3,1付近,大雨・台風9号,道路冠水,2009年8月10日,1,,千葉県柏市豊住3-1 ,139.96271,35.83863,2009
969,豊住,3,1付近,大雨,床上浸水,2011年8月26日,1,,千葉県柏市豊住3-1 ,139.96271,35.83863,2011
970,豊住,3,1付近,集中豪雨,道路冠水,2003年10月13日~14日,1,,千葉県柏市豊住3-1 ,139.96271,35.83863,2003
971,豊住,3,15付近,集中豪雨,道路冠水,2003年10月14日,15,,千葉県柏市豊住3-15 ,139.96283,35.83683,2003
972,豊住,4,3付近,集中豪雨,床下浸水,2007年6月10日,3,,千葉県柏市豊住4-3 ,139.96564,35.84267,2007
973,豊住,4,3付近,集中豪雨,床下浸水,2007年6月10日,3,,千葉県柏市豊住4-3 ,139.96564,35.84267,2007
974,豊住,4,3付近,雷雨,道路冠水,2007年7月29日,3,,千葉県柏市豊住4-3 ,139.96564,35.84267,2007
975,豊住,4,3付近,集中豪雨,道路冠水,2008年8月30日,3,,千葉県柏市豊住4-3 ,139.96564,35.84267,2008
976,豊住,4,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市豊住4-3 ,139.96564,35.84267,2008
977,豊住,4,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市豊住4-3 ,139.96564,35.84267,2008
978,豊住,4,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市豊住4-3 ,139.96564,35.84267,2008
979,豊住,4,4付近,,道路冠水,1996年7月3日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,1996
980,豊住,4,4付近,低気圧,道路冠水,1999年10月27日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,1999
981,豊住,4,4付近,台風3号,道路冠水,2000年7月7日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2000
982,豊住,4,4付近,大雨,道路冠水,2000年11月21日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2000
983,豊住,4,4付近,大雨,道路冠水,2001年6月7日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2001
984,豊住,4,4付近,大雨,床下浸水,2002年8月2日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2002
985,豊住,4,4付近,大雨,道路冠水,2002年9月12日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2002
986,豊住,4,4付近,大雨,床下浸水,2003年10月13日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2003
987,豊住,4,4付近,大雨,床下浸水,2004年9月26日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2004
988,豊住,4,4付近,集中豪雨,店舗浸水,2007年6月10日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2007
989,豊住,4,4付近,集中豪雨,床下浸水,2007年6月10日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2007
990,豊住,4,4付近,集中豪雨,店舗浸水,2008年8月28日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2008
991,豊住,4,4付近,集中豪雨,店舗浸水,2008年8月30日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2008
992,豊住,4,4付近,集中豪雨,床下浸水,2008年8月30日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2008
993,豊住,4,4付近,台風18号,店舗浸水,2009年10月8日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2009
994,豊住,4,4付近,台風9号,店舗浸水,2010年9月8日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2010
995,豊住,4,4付近,集中豪雨,店舗浸水,2010年9月13日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2010
996,豊住,4,4付近,集中豪雨,店舗浸水,2010年12月3日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2010
997,豊住,4,4付近,大雨,店舗浸水,2011年8月26日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2011
998,豊住,4,4付近,大雨,店舗浸水,2012年9月6日,4,,千葉県柏市豊住4-4 ,139.96677,35.84243,2012
999,豊住,4,5付近,大雨,道路冠水,2000年7月2日,5,,千葉県柏市豊住4-5 ,139.96606,35.84199,2000
1000,豊住,4,44656付近,,道路冠水,1996年7月3日,44656,,千葉県柏市豊住4-44656 ,139.96577,35.84224,1996
1001,豊住,5,6付近,集中豪雨,道路冠水,2008年8月30日,6,,千葉県柏市豊住5-6 ,139.96642,35.84136,2008
1002,豊住,5,13付近,台風9号,道路冠水,2016年8月22日,13,,千葉県柏市豊住5-13 ,139.96898,35.8418,2016
1003,十余二,,164付近,大雨,道路冠水,2015年10月1日,164,,千葉県柏市十余二164 ,139.93666,35.88649,2015
1004,十余二,,175付近,台風18号,道路冠水,2014年10月6日,175,,千葉県柏市十余二175 ,139.9371,35.88762,2014
1005,十余二,,230付近,台風18号,道路冠水,1991年9月19日,230,,千葉県柏市十余二230 ,139.94089,35.88356,1991
1006,十余二,,237付近,,道路冠水,1990年11月30日,237,,千葉県柏市十余二237 ,139.9593,35.88263,1990
1007,十余二,,240付近,台風18号,道路冠水,2014年10月6日,240,,千葉県柏市十余二240 ,139.95357,35.88212,2014
1008,十余二,,240付近,台風9号,道路冠水,2016年8月22日,240,,千葉県柏市十余二240 ,139.95357,35.88212,2016
1009,十余二,,242付近,集中豪雨,店舗浸水,2008年8月28日,242,,千葉県柏市十余二242 ,139.95763,35.88198,2008
1010,十余二,,249付近,,道路冠水,1999年7月13日,249,,千葉県柏市十余二249 ,139.95763,35.88198,1999
1011,十余二,,249付近,集中豪雨,道路冠水,2008年8月28日,249,,千葉県柏市十余二249 ,139.95763,35.88198,2008
1012,十余二,,254付近,台風15号,道路冠水,1991年9月8日,254,,千葉県柏市十余二254 ,139.9639,35.8796,1991
1013,十余二,,254付近,台風18号,道路冠水,1991年9月19日,254,,千葉県柏市十余二254 ,139.9639,35.8796,1991
1014,十余二,,254付近,台風11号,道路冠水,1993年8月26日,254,,千葉県柏市十余二254 ,139.9639,35.8796,1993
1015,十余二,,254付近,,道路冠水,1993年11月14日,254,,千葉県柏市十余二254 ,139.9639,35.8796,1993
1016,十余二,,254付近,,道路冠水,1996年7月3日,254,,千葉県柏市十余二254 ,139.9639,35.8796,1996
1017,十余二,,254付近,,道路冠水,1999年7月13日,254,,千葉県柏市十余二254 ,139.9639,35.8796,1999
1018,十余二,,254付近,,道路冠水,1999年7月21日,254,,千葉県柏市十余二254 ,139.9639,35.8796,1999
1019,十余二,,254付近,,道路冠水,2000年5月15日,254,,千葉県柏市十余二254 ,139.9639,35.8796,2000
1020,十余二,,254付近,台風3号,道路冠水,2000年7月7日,254,,千葉県柏市十余二254 ,139.9639,35.8796,2000
1021,十余二,,254付近,台風11号,道路冠水,2001年8月21日,254,,千葉県柏市十余二254 ,139.9639,35.8796,2001
1022,十余二,,254付近,集中豪雨,床下浸水,2007年6月10日,254,,千葉県柏市十余二254 ,139.9639,35.8796,2007
1023,十余二,,276付近,集中豪雨,道路冠水,2008年8月28日,276,,千葉県柏市十余二276 ,139.96487,35.88143,2008
1024,十余二,,297付近,大雨,道路冠水,2006年7月14日,297,,千葉県柏市十余二297 ,139.9632,35.88379,2006
1025,十余二,,313付近,大雨,道路冠水,2009年6月15日,313,,千葉県柏市十余二313 ,139.955,35.88448,2009
1026,十余二,,313付近,大雨,道路冠水,2016年7月15日,313,,千葉県柏市十余二313 ,139.955,35.88448,2016
1027,十余二,,501付近,大雨,道路冠水,2008年10月24日,501,,千葉県柏市十余二501 ,139.94461,35.90418,2008
1028,中新宿,2,6付近,台風9号,道路冠水,2016年8月22日,6,,千葉県柏市中新宿2-6 ,139.94698,35.83476,2016
1029,中新宿,2,7付近,集中豪雨,床下浸水,2007年6月10日,7,,千葉県柏市中新宿2-7 ,139.94873,35.83452,2007
1030,中新宿,2,7付近,集中豪雨,道路冠水,2008年8月30日,7,,千葉県柏市中新宿2-7 ,139.94873,35.83452,2008
